Price,Currency,Location,Bedrooms,Washrooms,Marla,Details
60 Thousand,PKR,"Johar Town Phase 1, Johar Town",2,2,2,SMALL FAMILY ALERT FOR IDEAL 12 MARLA UPPER PORTION 2 BED STORE WITH GARAGE FOR RENT IN JOHAR TOWN
70 Thousand,PKR,"Wapda Town Phase 1, Wapda Town",3,4,3,10 Marla New Condition Upper Portion For Rent
1.35 Lakh,PKR,"DHA Phase 8, DHA Defence",4,4,4,Brand New 10 Marla Full House Available For Rent In DHA Phase 8 Lahore
1.1 Lakh,PKR,"DHA Phase 8, DHA Defence",3,3,3,1 Kanal Lower Lock Upper Portion Availale For Rent In DHA Phase 8 Lahore
3.6 Lakh,PKR,"Diplomatic Enclave, Islamabad",2,2,2,2 Bedroom Fully Furnished For Rent In Diplomatic Enclave Islamabad
38 Thousand,PKR,"Range Road, Rawalpindi",2,3,2,Portion For Rent
15 Lakh,PKR,"Shaheed Millat Road, Karachi",9,5,9,Bungalow Available For RENT For Commercial Use
15 Lakh,PKR,"Tipu Sultan Road, Karachi",6,4,6,BUNGALOW AVAILABLE FOR RENT FOR COMMERCIAL USE
15 Lakh,PKR,"Shahra-e-Faisal, Karachi",9,5,9,BUNGALOW AVAILABLE FOR RENT FOR COMMERCIAL USE
22 Lakh,PKR,"F-7, Islamabad",5,6,5,House Available For Rent In F-7 Islamabad
25 Lakh,PKR,"F-6, Islamabad",5,6,5,House Available For Rent In F-6 Islamabad
1.45 Lakh,PKR,"Khayaban-e-Jinnah Road, Lahore",3,4,3,1 Kanal Brand New Independent Single Storey House For Rent Near Ucp Lahore.
1.07 Lakh,PKR,"Sabzazar Scheme, Lahore",5,6,5,5 Marla Brand New House For Rent In Sabzazar Scheme For Silent Office And Families
1.1 Lakh,PKR,"North Nazimabad - Block L, North Nazimabad",4,4,4,North Nazimabd Block L 4 Bed Dd Portion With Roof
1.25 Lakh,PKR,"G-11/3, G-11",2,2,2,"700 sqft flat avialable for rent in G-11/3, Islamabad"
1.4 Lakh,PKR,"I-8, Islamabad",3,3,3,I-8 Marble Flooring Ground Portion With Separate Parking Available For Rent
10 Lakh,PKR,"F-7, Islamabad",6,6,6,Beautiful Luxury House For Rent In F-7
2.55 Lakh,PKR,"Gulberg 3, Gulberg",1,2,1,1 Bed Furnished Luxury Apartment Best For Foreigners Executive Most Secured Location Of Gulberg Lahore Including Maintenance Charges
52 Thousand,PKR,"Punjab Govt Servants Housing Foundation, Faisalabad",3,3,3,5 Marla House For Rent
45 Thousand,PKR,"El Cielo, GT Road",3,3,3,3 Bedroom Flat For Rent In El-Cielo Block DHA Phase 2 Islamabad.
49 Thousand,PKR,"G-13/1, G-13",1,1,1,Furnished Ground Portion For Rent In G. 13/1
65 Thousand,PKR,"Defence Executive Apartments, DHA Defence Phase 2",3,3,3,3 Bedroom Flat In Defence Executive Apartment Dha Phase 2 Gate 2 Islamabad
1.3 Lakh,PKR,"D-12, Islamabad",3,3,3,10 Marla portion for Rent
50 Thousand,PKR,"Defence Residency, DHA Defence Phase 2",3,4,3,1700 Sqft Flat Available On Rent
1.5 Lakh,PKR,"PCSIR Housing Scheme Phase 2, PCSIR Housing Scheme",3,3,3,Brand New 1 Kanal Upper Portion For Rent In PCSIR Phase 2 Lahore
2.75 Lakh,PKR,"DHA Phase 4, DHA Defence",5,5,5,300 Yards Beautiful House For Rent At DHA Phase 4 West Open Near Rehman Masjid
2.3 Lakh,PKR,"DHA Defence Phase 2, DHA Defence",5,5,5,Your Ideal 20 Marla House Has Just Become Available In DHA Defence Phase 2
55 Thousand,PKR,"Faisal Town, Lahore",1,1,1,Furnished Portion For Rent
1 Lakh,PKR,"Top City 1, Islamabad",5,6,5,Kanal Brand New Upper Separate Portion For Rent
17 Lakh,PKR,"Shahra-e-Qaideen, Karachi",9,6,9,Ideal For Commercial Activity Buy A 600 Square Yards House For rent In Shahra-e-Qaideen
80 Thousand,PKR,"Media Town, Rawalpindi",3,4,3,10 Marla Brand New Designer Upper Portion Available For Rent In Media Town Rawalpindi.
1.75 Lakh,PKR,"Lucky One Apartment, Rashid Minhas Road",4,5,4,Lucky One Apartment Available For Rent 4 Bed DD Ubl Facing In FB Area Karachi
39 Thousand,PKR,"Valencia Housing Society, Lahore",2,2,2,7 Marla Hot Location Flat For Rent In Valencia.
2.5 Lakh,PKR,"Federal B Area - Block 4, Federal B Area",4,4,4,Tile Flooring Separate Entrance
40 Thousand,PKR,"Bani Gala, Islamabad",3,3,3,7 Marla Ground Floor Available For Rent.
1 Lakh,PKR,"DHA Phase 5 - Block D, DHA Phase 5",3,3,3,05 MARLA VERY BEAUTIFUL HOUSE AVAILABLE FOR RENT
55 Thousand,PKR,"Bahria Town Phase 8, Bahria Town Rawalpindi",1,1,1,Bahria Town phase 8 1 Bed Luxury Furnished Flat For Rent
2 Lakh,PKR,"Shaheed Millat Road, Karachi",3,3,3,1600 Square Feet Flat In Shaheed Millat Road Is Available For rent
88 Thousand,PKR,"DHA 11 Rahbar Phase 2 Extension - Block M, DHA 11 Rahbar Phase 2 Extension",3,4,3,DHA RAHBAR SEC#02 BRAND NEW DOUBLE UNIT MODERN HOUSE FOR RENT MARLA#05
50 Thousand,PKR,"Falaknaz Harmony, Karachi",2,2,2,Brand New Flat 2 Bed DD Jinnah Avenue
65 Thousand,PKR,"Bahria Town Phase 8, Bahria Town Rawalpindi",2,2,2,Fully Luxury Furnished Brand New Apartment
85 Thousand,PKR,"Falcon Complex New Malir, Malir",2,2,2,IH 500 SQ UPPER PORTION AVAILEBLE FOR RENT
50 Thousand,PKR,"G-16, Islamabad",3,3,3,"In G-16 Of G-16, A 7 Marla Lower Portion Is Available"
40 Thousand,PKR,"Bahria Town Phase 8, Bahria Town Rawalpindi",3,3,3,for rent
1.3 Lakh,PKR,"Bahria Town - Jasmine Block, Bahria Town - Sector C",5,6,5,10 Marla Like New Full House For Rent in Jasmine block Sector B Bahria Town Lahore
90 Thousand,PKR,"DHA Defence Phase 2, DHA Defence",4,4,4,1 Kanal Upper Portion Available For Rent 4 Bed Dha 2 Islamabad
20 Lakh,PKR,"F-8, Islamabad",6,6,6,Brand New Luxury 6 Bedroom House
45 Thousand,PKR,"DHA Defence Phase 2, DHA Defence",3,3,3,1150 Sq/Ft Family Flat Available On Rent
27 Thousand,PKR,"Bahria Sports City, Bahria Town Karachi",4,4,4,"350sq yd 4Bedroom Luxury Villa at Sports City available for RENT. 10mins Drive from main gate of BTK. All aminities nearby including Park, Mosque, Gallery & Commerical Area."
1.55 Lakh,PKR,"DHA Phase 3, DHA Defence",4,5,4,10-Marla Fully Renovated Bungalow For Rent at Super Hot Location near Commercial area
65 Thousand,PKR,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,3,"3 Bedrooms Luxurious Villa For Rent, Near Main Entrance Of Bahria Town"
1.54 Lakh,PKR,"Bahria Hills, Bahria Town Karachi",5,5,5,Affordable living 500 Square Yards 5 Bedrooms Luxurious Private Construction Villa Is Available On Rent In Bahria Town Karachi
84 Thousand,PKR,"Bahria Town - Precinct 8, Bahria Town Karachi",5,5,5,272sq Yd 5 Bedrooms Luxury Villa Is Available FOR RENT. 6km From Entrance Of BTK. 5 Bed DDL 2 Kitchens
1.05 Lakh,PKR,"Bahria Town - Precinct 1, Bahria Town Karachi",5,5,5,"5 Bedrooms Luxurious Villa for RENT, Near Main Entrance of Bahria Town."
44 Thousand,PKR,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,3,200sq Yd 3 Bedrooms Luxury Villa Is Available FOR RENT. 8km From Entrance Of BTK. 3 Bed DDL 1 Kitchen
75 Thousand,PKR,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",5,6,5,7 Marla Luxury Designer Full House Available For Rent In Abubakar Block Phase 8
24 Thousand,PKR,"Scheme 33, Karachi",1,1,1,Lakhani Fantasia 1 Bed Beautiful Apartment Available For Rent
62 Thousand,PKR,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",3,3,3,Saima Presidency Duplex 3 Bed DD 1600 Sq Feet Available For Rent
60 Thousand,PKR,"Falaknaz Golden Pebbles, Gulistan-e-Jauhar",4,4,4,"Independent House Available In Falak naaz Golden Pebbles near Sumaira chowk, Ancholli Society, PCSIR Society, Scheme 33, Gulzar e hijri, Karachi."
2 Lakh,PKR,"E-11, Islamabad",3,4,3,Brand New 3 Bedroom Attach Washroom Open Basement For Rent Demand 200000 1 Canal At Prime Location
60 Thousand,PKR,"D-12, Islamabad",3,2,3,Basement Is Available For Rent
35 Thousand,PKR,"Clifton - Block 3, Clifton",1,1,1,Female Clifton Fully Furnish 1 Bedroom Lounge Available
48 Thousand,PKR,"Saima Presidency, Malir Cantonment",2,2,2,2Bd Dd Flat For Rent In Luxury Apartment Of Saima Presidency
2.7 Lakh,PKR,"F-11, Islamabad",3,3,3,Ground Portion available for Rent On Prime Location in F-11
65 Thousand,PKR,"DHA Defence Phase 2, DHA Defence",3,3,3,10 Marla Upper Portion
2.1 Lakh,PKR,"F-11, Islamabad",4,4,4,F11 666SQY UPPER PORTION TILED FLOOR EXCELLENT 4BEDS SEPARATE GATE FRONT TERRACE
90 Thousand,PKR,"Gulistan-e-Jauhar, Karachi",3,3,3,"West Open 400 Sqyrd Well Maintained Portion For Rent In Gulistan E Jauhar  1st Floor ,3 Bed DD ,Tiles Flooring , Near All Amenities Secured Area Near Main Road"
3.5 Lakh,PKR,"Gulberg, Lahore",4,4,4,House In Gulberg Sized 10 Marla Is Available
2 Lakh,PKR,"Sarwar Road, Cantt",4,4,4,Book House Today In Sarwar Road
28 Lakh,PKR,"Gulberg 3, Gulberg",8,6,8,3 Kanal House For Rent Is Available In Gulberg 3
65 Thousand,PKR,"Paragon City, Lahore",3,4,3,5 MARLA HOUSE FOR RENT IN PARAGON CITY LAHORE
3.95 Lakh,PKR,"DHA Phase 7, DHA Defence",6,6,6,Luxury Modern Design House For Rent In Best Location Of DHA
19 Lakh,PKR,"F-7, Islamabad",6,6,6,Brand New Luxurious House For Rent On Most Prime Location
9 Lakh,PKR,"F-8, Islamabad",5,6,5,Brand New Luxurious Home For Rent On Most Prime Location
2.25 Lakh,PKR,"DHA Phase 3, DHA Defence",4,6,4,One Kanal Neat And Clean BeautifulHouse For Rent
1.3 Lakh,PKR,"F-10, Islamabad",2,2,2,2 Bed Room Flat For Rent
55 Thousand,PKR,"Etihad Town Phase 1, Etihad Town",1,1.8 Marla,1,"Full Furnished Studio Apartment For Rent in Etihad Town, Lahore"
1.5 Lakh,PKR,"LDA Avenue, Lahore",6,6,6,1 Kanal Double Storey House For Rent Lda Avenue
1 Lakh,PKR,"I-10, Islamabad",3,3,3,Upper Portion For Rent Location I-10
2.95 Lakh,PKR,"Chaklala Scheme 3, Chaklala Scheme",5,1,5,Best Location Corner 2 Kanal House Available for Rent in Main Chaklala Scheme 3 Close to Ammar Chowk
1.4 Lakh,PKR,"Askari 10 - Sector F, Askari 10",4,4,4,4 Bedroom New Style Apartment For Rent In Askari 10 Sector F With All Luxurious Facilities
1.25 Lakh,PKR,"E-11, Islamabad",2,2,2,The Veranda Residence 2 Bed Apartment Available for Rent
32 Lakh,PKR,"F-6, Islamabad",5,6,5,"F-6 Triple Storey House For Rent, 5 Bedrooms With Attached Bath, Rent Demand 32 lacs"
40 Thousand,PKR,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,3,"Ideal 200 Square Yards House Available In Bahria Town - Precinct 10-A, Karachi"
2.5 Lakh,PKR,"F-8, Islamabad",3,3,3,FULLY RENNOVATED GROUND PORTION FOR RENT
1.6 Lakh,PKR,"G-14/4, G-14",3,3,3,7 Marla upper portion like Brand Available for Rent in G14/4
1.6 Lakh,PKR,"I-8/3, I-8",3,3,3,Ground Portion Available For Rent In I-8\3
1.6 Lakh,PKR,"DHA Phase 7 Extension, DHA Defence",3,3,3,BUNGALOW FOR RENT
1.95 Lakh,PKR,"DHA Phase 2, DHA Defence",4,5,4,DHA PHASE 2 KANAL FULL HOUSE AVAILABLE FOR RENT WITH 4 BED ROOMS
1.75 Lakh,PKR,"DHA Phase 3, DHA Defence",3,4,3,DHA PHASE 3 10 MARLA FULL HOUSE AVAILABLE FOR RENT WITH 3 BED ROOMS
1.35 Lakh,PKR,"DHA Phase 6, DHA Defence",3,4,3,1 KANAL UPPER PORTION AVAILABLE FOR RENT NEAR TO MCDONAL'S
3.3 Lakh,PKR,"Silver Oaks Apartments, F-10",3,3,3,Silver Oaks 3 Beds Fully Furnished Apartment
6 Lakh,PKR,"F-6, Islamabad",5,5,5,1200 Sq Yard House With Front And Back Lawn For Rent In F-6
14 Lakh,PKR,"F-6, Islamabad",5,6,5,Like Brand New House For Rent In F-6 On Prime Location
12 Lakh,PKR,"F-7, Islamabad",6,6,6,Brand New House For Rent In F-7 On Prime Location
7.5 Lakh,PKR,"F-7, Islamabad",5,6,5,House For Rent In F-7 On Most Prime Location
88 Thousand,PKR,"G-13, Islamabad",2,3,2,10 Marlas Tile Flooring Upper Portion With Servant Quarter & Parking G-13
30 Thousand,PKR,"Bahria Town - Precinct 35, Bahria Sports City",4,5,4,Precinct 35 (Sport City) Furnished Villa For Rent
25 Thousand,PKR,"Bahria Town - Precinct 19, Bahria Town Karachi",2,2,2,"Bahria Town Karachi, 2 Bed Apartment For Rent"
1 Lakh,PKR,"G-13, Islamabad",3,3,3,14 Marlas Upper Portion Prime Location Near Kashmir Highway G-13/1
1.2 Lakh,PKR,"G-13, Islamabad",3,3,3,14 Marla Like New Ground Portion Available For Rent In G-13
55 Thousand,PKR,"G-14/4, G-14",2,3,2,25*40 Brand New Upper Portion Available For Rent In G14
13 Lakh,PKR,"DHA Phase 6, DHA Defence",7,6,7,Luxurious Bungalow For Rent 1000 Yards | Fully Furnished | Solar Powered
90 Thousand,PKR,"Bahria Town - Precinct 1, Bahria Town Karachi",5,5,5,Luxury Well Maintained Villa Precinct 1
70 Thousand,PKR,"Punjab Government Servant Housing Foundation, Lahore",3,5,3,10 Marla House For Rent In Punjab Government Servant Housing Scheme Mohlawal Lahore Good Location A Plus House Visit Anytime Pic Available With Gas
45 Thousand,PKR,"Margalla Town Phase 2, Margalla Town",2,2,2,Ground Portion Available For Rent In Margalla Town
1.3 Lakh,PKR,"I-11/2, I-11",5,6,5,5 Marla Brand New Untouch House For Rent
1.9 Lakh,PKR,"DHA Phase 6, DHA Defence",3,3,3,500 YARD GROUND FLOOR PORTION FOR RANT DHA PHASE 6
60 Thousand,PKR,"North Nazimabad - Block M, North Nazimabad",2,2,2,"900 Square Flat, High Rise Bldg, North Naz, Block M"
75 Thousand,PKR,"Wapda Town Phase 1, Wapda Town",2,3,2,Kanal Tile Floor 2bed Upper Portion Is For Rent In Wapda Town Phase 1
55 Thousand,PKR,"Wapda Town Phase 1, Wapda Town",3,3,3,10 Marla Excellent 3 Bed Upper Portion Is For Rent In Wapda Town F-2 Block
35 Thousand,PKR,"Bahria Orchard, Lahore",2,3,2,Brand New Luxurious 8 Marla Upper Portion for Rent
2.8 Lakh,PKR,"DHA Phase 4, DHA Defence",5,5,5,330 SQUARE YARD FULLY RENOVATED READY TO MOVE DOUBLE STOREY BUNGALOW FOR RENT IN DHA PHASE 4. MOST ELITE CLASS LOCATION IN DHA KARACHI. . .
90 Thousand,PKR,"Gulshan-e-Kaneez Fatima, Scheme 33",4,4,4,Independent Portion 4 BED Lounge 400 Yards First Floor Luxury Living Style Separate Entrance Separate Parking Space
55 Thousand,PKR,"Bahria Town Phase 2, Bahria Town Rawalpindi",3,3,3,10 Marla Upper Potion Available For Rent In Bahria Phase 2
2.35 Lakh,PKR,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",5,6,5,Independent One Unit 5 Bed Dd 500 Yards West Open Green Lawn Servant Quarter Roof Top
75 Thousand,PKR,"DHA Phase 3 - Block Z, DHA Phase 3",2,3,2,Kanal Portion In DHA Phase 3-Z
90 Thousand,PKR,"DHA 9 Town, DHA Defence",3,4,3,5 Marla Slightly Used Modern House For Rent in DHA
40 Thousand,PKR,"Paragon City, Lahore",2,3,2,BRAND NEW SPINACH FLAT FOR RENT AVAILABLE
85 Thousand,PKR,"G-14, Islamabad",2,3,2,30*70 like that brand new Ground Portion for rent in G13 Islamabad
60 Thousand,PKR,"Paragon City, Lahore",3,4,3,BEAUTIFUL HOUSE FOR RENT AVAILABLE WITH GAS
45 Thousand,PKR,"Paragon City, Lahore",2,3,2,BEAUTIFUL FLAT FOR RENT AVAILABLE
1.4 Lakh,PKR,"Paragon City, Lahore",5,6,5,BEAUTIFUL DOUBLE UNIT HOUSE WITH GAS FOR RENT
70 Thousand,PKR,"Paragon City, Lahore",3,4,3,BEAUTIFUL HOUSE FOR RENT WITH GAS
55 Thousand,PKR,"Paragon City, Lahore",3,4,3,BEAUTIFUL UPPER PORTION FOR RENT WITH GAS
80 Thousand,PKR,"DHA Phase 7 Extension, DHA Defence",1,1,1,1BED DD FULLY FURNISHED PORTION FOR RENT
60 Thousand,PKR,"Bahria Town Phase 4, Bahria Town Rawalpindi",3,3,3,10 Marla Upper Portion Available For Rent In Bahria Town Phase 4
35 Thousand,PKR,"Johar Town, Lahore",1,1,1,Independent Family Apartment Available For Rent
55 Thousand,PKR,"Bahria Town Phase 5, Bahria Town Rawalpindi",3,3,3,10 Marla Upper Portion Available For Rent In Bahria Town Phase 5
3.5 Lakh,PKR,"DHA Phase 5 - Block B, DHA Phase 5",5,6,5,Like New Bungalow For Rent In DHA Phase 5 -B-Lahore
38 Thousand,PKR,"Scheme 33, Karachi",2,2,2,Read To Move WEST OPEN 1st Floor CORNENR Portion For Rent In A Beautiful Gated Secured Society
45 Thousand,PKR,"Johar Town Phase 2 - Block H3, Johar Town Phase 2",1,1,1,1 Bedroom Fully Furnished Flat Available For Rent Near By Emporium Mall Johar Town Lahore
32 Thousand,PKR,"DHA Defence Phase 2, DHA Defence",1,1,1,978 Sq Ft 1 Bed Apartment Defence Executive Apartments DHA 2 Islamabad For Rent
1 Lakh,PKR,"Bath Island, Karachi",2,2,2,Ground Portion For Rent Very Prime Location
2.6 Lakh,PKR,"Golf View Residencia - Phase 1, Golf View Residencia",5,6,5,Furnished 10 Marla House Available For Rent In Golf View Residencia Phase 1 Bahria Town Lahore
6 Lakh,PKR,"F-11, Islamabad",5,6,5,Beautiful House For Rent In F-11
2.8 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",5,6,5,Luxurious & Spacious 4200 Square Feet Flat For Rent In Navy Housing Scheme Karsaz
80 Thousand,PKR,"DHA Phase 6, DHA Defence",3,4,3,Upper Portion For Rent Pics Original Rent In Your Budget
1.35 Lakh,PKR,"DHA Phase 6, DHA Defence",4,4,4,Brand New Upper Portion Available For Rent Dha Phase 6 Original Pictures
70 Thousand,PKR,"DHA Phase 2, DHA Defence",2,3,2,10 Marla Upper Portion For Rent Pictures Original Freshly Painted
1 Lakh,PKR,"I-11, Islamabad",5,5,5,5 Marla Double Story House Is Available For RENT
1.5 Lakh,PKR,"Shaheed Millat Road, Karachi",3,4,3,Flat Available For RENT
1 Lakh,PKR,"DHA 9 Town, DHA Defence",3,4,3,100 Feet Road 5-Marla Luxury Bungalow For Rent at Top Location
75 Thousand,PKR,"DHA 9 Town, DHA Defence",3,4,3,5 Marla Brand New Top Quality Modern Design House For Rent
30 Thousand,PKR,"CDECHS - Cabinet Division Employees Cooperative Housing Society, E-16/3",3,3,3,Spacious 7 Marla Upper Portion Available For Rent In CDECHS - Cabinet Division Employees Cooperative Housing Society
45 Thousand,PKR,"Bahria Town - Sector E, Bahria Town",1,1,1,One Bed Fully Furnished Flat Available For Rent In Sector E Bahria Town Lahore
35 Thousand,PKR,"CDECHS - Cabinet Division Employees Cooperative Housing Society, E-16/3",4,4,4,To rent You Can Find Spacious Upper Portion In CDECHS - Cabinet Division Employees Cooperative Housing Society
45 Thousand,PKR,"Bahria Town - Sector C, Bahria Town",1,1,1,One Bed Fully Furnished Flat Available For Rent In Sector C Bahria Town Lahore
85 Thousand,PKR,"Zarkon Heights, G-15",1,1,1,Furnished Apartment For Rent
1.5 Lakh,PKR,"DHA Phase 8 - Ex Park View, DHA Phase 8",7,7,7,Full Furnished Four Kanal Spacious House For Rent In DHA Lahore
1.6 Lakh,PKR,"Shahra-e-Faisal, Karachi",3,3,3,WESTOPEN FLAT AVAILABLE FOR RENT
2.5 Lakh,PKR,"Tipu Sultan Road, Karachi",3,4,3,Commercial Upper Portion Available For RENT
2.25 Lakh,PKR,"Kashmir Road, Karachi",4,5,4,Commercial/Residential Space Available. Kashmir Road House Sized 3000 Square Feet For rent
1.35 Lakh,PKR,"I-8, Islamabad",3,3,3,I-8 Beautiful Upper Poration For Rent.
1.5 Lakh,PKR,"DHA Phase 1 - Block N, DHA Phase 1",3,4,3,"1 Kanal Brand New Lower Portion Less Then Market Value For Rent In DHA Phase 1, Block N"
2.75 Lakh,PKR,"DHA Phase 3, DHA Defence",5,6,5,1 Kanal House Like New Available For Rent At Prime Location Of DHA Phase 3 Block-X
35 Thousand,PKR,"Pak Arab Housing Society Phase 1, Pak Arab Housing Society",1,2,1,5 Marla Ground Floor Potion In Pak Arab Lahore
55 Thousand,PKR,"DHA Phase 7 Extension, DHA Defence",3,3,3,Flat For Rent
3 Lakh,PKR,"Clifton - Block 6, Clifton",4,5,4,"Luxury Living at Its Finest Apartment for Rent in Comm-3, Clifton Block 6"
2 Lakh,PKR,"Shaheed Millat Road, Karachi",4,5,4,4 Bed Drawing Apartment Available For Rent On Shaheed E Millat Road
35 Thousand,PKR,"G-15, Islamabad",2,2,2,2 Bedroom Apartment For Rent In G15 Islamabad Any Commercial Purpose For Rent
1.15 Lakh,PKR,"I-8, Islamabad",2,3,2,I-8 Beautiful Ground Portion For Rent.
22 Thousand,PKR,"B-17, Islamabad",1,1,1,"1bed Apartment In Brand New Condition Available On Rent (Sector B, Avenue Arcade, Right Beside Gate 2)"
65 Thousand,PKR,"G-11, Islamabad",2,2,2,Flat For Rent
30 Thousand,PKR,"Eden Garden - Nawab Block, Eden Gardens",2,2,2,Highly-Desirable 5 Marla Upper Portion Available In Eden Garden - Nawab Block
16 Lakh,PKR,"F-7, Islamabad",6,6,6,"F-7 Fully Furnished House For Rent, 6 Bedrooms With Attach Baths, Rent Demand 16 Lakh"
45 Thousand,PKR,"Saima Presidency, Malir Cantonment",2,2,2,Affordable Prime Location Flat For Rent In Saima Presidency
2.25 Lakh,PKR,"Cantt, Lahore",5,6,5,1 Kanal Beautiful House For Rent In Cantt Lahore Prime Location Of Cantt
5.5 Lakh,PKR,"Gulberg, Lahore",5,4,5,2 Kanal Luxury House For Rent In Prime Location Of Gulberb Lahore Drawing Dining Room Kitchen Tv Lounge With Beautiful Garden Offers For Residential Or Office Used
2.5 Lakh,PKR,"Gulberg, Lahore",2,3,2,Luxury Apartment For Rent In Prime Location Of Gulberg 2 Bedroom Drowning Dining Room Tv Lounge Kitchen With Swimming Pool And Gym 24 Hours Electricity And Security
3.75 Lakh,PKR,"Zaman Park, Lahore",5,6,5,Zaman Park Canal Side Luxury Brand New House For Rent 5 Bedrooms Drawing Dining Room Kitchen Tv Lounge
89 Thousand,PKR,"North Nazimabad - Block N, North Nazimabad",4,3,4,Beautiful prime location 430 Sqyards Ground Floor Portion Available for Rent in N block
1.25 Lakh,PKR,"Divine Gardens, Lahore",4,4,4,Brand New 10 Marla House Available For Rent
50 Thousand,PKR,"Bahria Town Phase 8, Bahria Town Rawalpindi",3,3,3,10 Marla ground portion available for Rent
1.5 Lakh,PKR,"E-11, Islamabad",3,4,3,1 Kanal Luxury Ground Portion Available For Rent
68 Thousand,PKR,"Saima Presidency, Malir Cantonment",3,3,3,Beautiful Duplex Flat Available For Rent Brand New Extra Work Done
19.5 Lakh,PKR,"F-8, Islamabad",8,7,8,"F-8 Brand New Triple Story House For Rent, 8 Bedrooms With Attach Baths, Rent Demand 19.50 Lakh"
1.2 Lakh,PKR,"DHA Defence Phase 2, DHA Defence",3,4,3,Dha Defense Phase 2 Ialamabad 1 Kanal Ground Available For Rent
1.6 Lakh,PKR,"Clifton - Block 4, Clifton",2,2,2,FURNISHED APARTMENT FOR RENT
1.62 Lakh,PKR,"Valencia Housing Society, Lahore",5,6,5,16 Marla Outstanding Double Storey House In VALENCIA SOCIETY PRIME LOCATION .
22 Lakh,PKR,"F-6, Islamabad",11,7,11,"F-6 Triple Story Fully Furnished House For Rent, 17 Bedrooms With Attach Baths, Rent 22 Lakh"
55 Thousand,PKR,"DHA Phase 4, DHA Defence",2,2,2,10 MARLA UPPER PORTION DHA PHASE 4
85 Thousand,PKR,"Valencia Housing Society, Lahore",3,4,3,SEPARATE GATE 1 Kanal Almost new Outstanding Upper Portion In VALENCIA SOCIETY
1.1 Lakh,PKR,"DHA Phase 5, DHA Defence",3,3,3,1 Kanal Upper Portion Is Available For Rent In Dha Phase 5 Near K Block Park
2.5 Lakh,PKR,"North Nazimabad - Block D, North Nazimabad",4,4,4,Brand New Ultra Modern House For Rent In North Nazimabad Block D
2.25 Lakh,PKR,"DHA Phase 8, DHA Defence",3,4,3,UPPER PORTION AVAILABLE FOR RENT
85 Thousand,PKR,"E-11, Islamabad",2,3,2,2 Bedroom Upper Portion For Rent To Be Droom Attach My Showroom Big Size Drawing Room Attach Mushroom Kitchen Gas And Electricity Meter
